date,order_number,amount_eur,payment_method,month,entity,source_file
2024-04-06 11:17:29,3340194622251996790,14.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:18:33,3340195158451820303,4.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:20:45,3340196268306600997,7.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:23:01,3340197406196110580,10.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:25:04,3340198437458023915,22.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:27:43,3340199775029958361,10.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:32:08,3340201997507761300,8.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:34:10,3340203020926326134,8.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:42:34,3340207248776369429,8.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:43:25,3340207671067284836,8.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:46:29,3340209220636120724,15.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:47:41,3340209818257332000,11.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:48:38,3340210302045132687,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:49:31,3340210741037766645,10.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:50:23,3340211182714754118,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:51:40,3340211827085677743,3.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:53:18,3340212651660678519,18.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:57:05,3340214551403566820,5.9,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 11:59:05,3340215559387092929,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:01:07,3340216583686460517,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:01:58,3340217007999030498,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:09:18,3340220701125646224,26.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:10:16,3340221187983676441,10.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:11:20,3340221721213932734,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:12:39,3340222387118413128,10.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:14:07,3340223128453256646,10.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:16:54,3340224529661171446,24.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:17:45,3340224950492469085,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:18:30,3340225328751581125,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:20:19,3340226244175205492,10.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:21:12,3340226692722463945,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:22:14,3340227208554747192,10.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:23:04,3340227629176329592,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:23:47,3340227989945193932,4.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:24:38,3340228415356671532,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:25:16,3340228738787841679,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:32:59,3340232623057278527,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:34:05,3340233173106693847,4.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:35:07,3340233696455169875,5.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:41:24,3340236854069827209,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:42:04,3340237197147117253,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:42:56,3340237630712321865,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:43:49,3340238072221538241,19.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:48:36,3340240483476575732,4.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:49:54,3340241139390224031,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:52:36,3340242491734497207,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:53:18,3340242843359778802,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:55:57,3340244185176347927,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:58:00,3340245214232057392,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 12:58:56,3340245680756102818,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:00:01,3340246232181249850,11.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:09:59,3340251243418228654,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:11:14,3340251870659613751,8.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:12:21,3340252431756825795,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:13:00,3340252760372155659,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:13:41,3340253110848197971,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:14:47,3340253660176192992,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:15:35,3340254060019193405,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:16:49,3340254685121484514,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:18:04,3340255311314294675,8.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:22:03,3340257314245449055,12.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:23:28,3340258028258596420,14.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:24:47,3340258690992183023,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:26:20,3340259473867413444,9.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:27:35,3340260104086754373,4.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:29:11,3340260907547628828,10.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:30:37,3340261631962650094,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:31:26,3340262040856958542,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:34:06,3340263379922065338,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:37:03,3340264870284105080,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:38:10,3340265428931843576,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:39:02,3340265865139459695,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:43:00,3340267863742092404,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:45:38,3340269190006183337,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:51:54,3340272340977063154,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 13:56:04,3340274437080487708,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:01:04,3340276953226679626,9.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:04:38,3340278751945561854,15.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:05:26,3340279151746619303,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:07:03,3340279969568789628,4.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:08:23,3340280638115681551,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:10:19,3340281611907241428,10.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:14:33,3340283739954485178,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:15:48,3340284367858570320,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:16:39,3340284798009611479,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:17:43,3340285334075217264,10.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:20:54,3340286935166883550,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:22:18,3340287642024548248,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:23:11,3340288083164665843,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:25:29,3340289243351094541,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:30:01,3340291522812712895,13.9,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:31:04,3340292057930404950,4.1,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:34:04,3340293563224167847,9.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:35:17,3340294178478233186,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:38:52,3340295982800704606,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:40:46,3340296937801782589,18.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:42:16,3340297694118680062,15.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:43:42,3340298410489026226,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:44:29,3340298804652939008,9.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:46:47,3340299965736948764,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 14:56:40,3340304936062686300,8.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 15:04:10,3340308718536365963,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-06 15:05:36,3340309434546000913,4.1,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 07:09:14,3340794449222440803,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 07:15:36,3340797651355441011,18.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 07:19:05,3340799404641621887,13.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 07:34:21,3340807093639714725,9.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 07:35:25,3340807626123384745,13.1,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 07:52:54,3340816423659246604,8.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:04:45,3340822389393986643,14.9,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:05:46,3340822906341954647,4.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:09:30,3340824779702670455,16.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:13:41,3340826887944410265,9.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:15:31,3340827807428121770,4.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:25:34,3340832869206463743,17.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:27:12,3340833687372567824,8.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:28:52,3340834532105393435,12.9,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:31:04,3340835637723927866,11.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:31:47,3340835995330286930,4.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:33:51,3340837041549088109,4.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:37:03,3340838650819646866,10.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:38:56,3340839593908901294,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:40:02,3340840146055468473,10.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:49:53,3340845111499036208,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:51:01,3340845681689499195,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 08:55:35,3340847977542456945,17.1,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:01:51,3340851134259533520,13.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:02:59,3340851704240281323,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:05:02,3340852733027555101,4.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:09:06,3340854783740221279,8.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:10:00,3340855231708665733,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:11:13,3340855841266866098,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:12:12,3340856339306911687,4.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:17:58,3340859240532153359,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:20:10,3340860352769299506,19.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:21:48,3340861174316012630,7.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:25:11,3340862873646666888,15.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:27:19,3340863945073235151,4.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:29:36,3340865098959820044,15.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:34:02,3340867327502587294,13.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:43:09,3340871921381152390,5.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:43:55,3340872299833202343,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:46:25,3340873564441024238,9.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:48:02,3340874371928430378,11.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:49:42,3340875216124385129,7.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:53:30,3340877125858105317,4.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 09:54:34,3340877665690194976,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:04:03,3340882437667296618,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:06:26,3340883638613972492,4.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:09:09,3340885007165036250,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:11:53,3340886378719221599,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:17:31,3340889214941140141,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:20:41,3340890812383761795,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:21:34,3340891255562311099,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:26:22,3340893672051840667,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:27:08,3340894057239942863,4.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:28:42,3340894844460472083,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:30:58,3340895985747367815,10.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:32:02,3340896522383398844,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:33:57,3340897485940855821,16.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:35:30,3340898263405433943,4.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:36:57,3340898996435555476,20.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:41:58,3340901516859938193,16.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:43:58,3340902526386968104,15.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:45:17,3340903186385868419,5.1,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:46:27,3340903779041023724,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:47:44,3340904427069380403,10.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:54:14,3340907698458727639,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:57:44,3340909457356887484,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 10:58:23,3340909787113068005,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:00:03,3340910623230793318,19.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:00:58,3340911080477038285,10.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:02:11,3340911698977494826,14.1,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:03:26,3340912329272334225,5.5,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:04:34,3340912898967869403,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:06:50,3340914035582309513,10.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:08:57,3340915104618124594,15.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:10:24,3340915836155073992,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:12:42,3340916991367059017,15.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:13:35,3340917434721769119,10.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:14:23,3340917839832815310,10.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:15:13,3340918258541795100,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:16:41,3340918996529584073,9.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:18:35,3340919950465307791,4.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:21:38,3340921485454742900,16.1,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:23:50,3340922594420332057,10.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:27:07,3340924246858667757,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:28:34,3340924974117427041,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:29:34,3340925481804371886,9.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:31:20,3340926367146447943,18.0,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:32:07,3340926765940872340,4.3,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:33:36,3340927507804198153,20.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:34:18,3340927858196354403,10.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:35:49,3340928622574704145,10.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:37:41,3340929559984871092,11.6,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:41:36,3340931536844231738,9.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:42:47,3340932132796109974,10.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:44:50,3340933164871718213,12.9,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:45:49,3340933660210632080,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:49:42,3340935609320478411,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:50:34,3340936047046432562,8.2,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:56:10,3340938871104869569,10.8,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:57:00,3340939288622667026,5.7,card,2024-04,Lera World,lera_completed_orders.xlsx
2024-04-07 11:59:28,3340940529364899298,11.4,card,2024-04,Lera World,lera_completed_orders.xlsx
